channel_name,category,Sub-category,Customer Remarks,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score,Response Time (mins)
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-05-08 08:45:00,2023-05-08 08:47:00,2023-08-05,Unknown,Unknown,,,Andrea Hart,Madison Kim,Emily Chen,>90,Split,5.0,2.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-05-08 21:31:00,2023-05-08 21:35:00,2023-08-05,Unknown,Unknown,,,Brenda Cox,Elijah Yamaguchi,John Smith,61-90,Evening,5.0,4.0
Inbound,Returns,Return request,Please do something with my order. ,2023-08-03 15:18:00,2023-05-08 22:01:00,2023-06-08 12:02:00,2023-08-06,RAIGARH,Electronics,1699.0,,Matthew Bennett,Olivia Wang,John Smith,>90,Evening,4.0,44041.0
Inbound,Returns,Fraudulent User,Bad service ,,2023-05-08 09:05:00,2023-05-08 15:45:00,2023-08-05,Unknown,Unknown,,,Maxwell Castillo,Scarlett Chen,John Smith,0-30,Morning,1.0,400.0
Inbound,Returns,Wrong,No Remarks,,2023-06-08 12:41:00,2023-06-08 12:43:00,2023-08-06,Unknown,Unknown,,,Michelle Clark,Ethan Tan,John Smith,31-60,Morning,5.0,2.0
Outcall,Order Related,Customer Requested Modifications,Customer service is very very poor,,2023-06-08 13:01:00,2023-06-08 13:01:00,2023-08-06,Unknown,Unknown,,,Austin Gregory,Olivia Suzuki,John Smith,31-60,Morning,1.0,0.0
Outcall,Returns,Return request,No Remarks,2023-08-04 02:05:00,2023-06-08 14:46:00,2023-06-08 14:50:00,2023-08-06,KOLKATA,Electronics,799.0,,Dillon Miller,Mason Gupta,Olivia Tan,0-30,Morning,5.0,4.0
Inbound,Order Related,Invoice request,No Remarks,,2023-06-08 14:05:00,2023-06-08 17:31:00,2023-08-06,Unknown,Unknown,,,Nathan Young,Madison Kim,John Smith,>90,Morning,5.0,206.0
Inbound,Returns,Return request,No Remarks,,2023-06-08 22:26:00,2023-06-08 22:40:00,2023-08-06,Unknown,Unknown,,,Nicole Green,Elijah Yamaguchi,John Smith,61-90,Evening,5.0,14.0
Inbound,Order Related,Seller Cancelled Order,No Remarks,,2023-06-08 23:09:00,2023-06-08 23:11:00,2023-08-06,Unknown,Unknown,,,Edwin Wilson,Ethan Tan,Michael Lee,>90,Evening,5.0,2.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-05-08 07:57:00,2023-05-08 17:44:00,2023-08-05,Unknown,Unknown,,,Luis Werner,Brayden Wong,John Smith,>90,Morning,5.0,587.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-05-08 11:23:00,2023-05-08 12:46:00,2023-08-05,Unknown,Unknown,,,Stephanie Holmes,Mia Patel,Jennifer Nguyen,On Job Training,Morning,2.0,83.0
Inbound,Returns,Return request,No Remarks,,2023-06-08 16:43:00,2023-06-08 16:45:00,2023-08-06,Unknown,Unknown,,,Linda Foster,Noah Patel,Emily Chen,>90,Morning,4.0,2.0
Inbound,Returns,Return request,No Remarks,,2023-06-08 16:55:00,2023-06-08 16:58:00,2023-08-06,Unknown,Unknown,,,Timothy Frederick,Brayden Wong,Michael Lee,>90,Afternoon,5.0,3.0
Inbound,Order Related,Delayed,Worst e commerce company ,,2023-05-08 21:00:00,2023-05-08 23:12:00,2023-08-05,Unknown,Unknown,,,James Cunningham,Emma Park,Jennifer Nguyen,On Job Training,Evening,1.0,132.0
Inbound,Returns,Reverse Pickup Enquiry,Good job,,2023-05-08 20:08:00,2023-05-08 20:10:00,2023-08-05,Unknown,Unknown,,,Christina Lewis,Aiden Patel,John Smith,>90,Evening,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 19:05:00,2023-06-08 19:06:00,2023-08-06,Unknown,Unknown,,,Sharon Stephenson,Jacob Sato,Emily Chen,0-30,Evening,5.0,1.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,2023-07-26 09:41:00,2023-05-08 16:21:00,2023-05-08 16:27:00,2023-08-05,DAUND,Books & General merchandise,346.0,,Shannon Hudson,Olivia Wang,John Smith,>90,Evening,3.0,6.0
Inbound,Returns,Exchange / Replacement,No Remarks,,2023-05-08 22:30:00,2023-05-08 23:18:00,2023-08-05,Unknown,Unknown,,,Omar Odonnell,Nathan Patel,John Smith,>90,Split,5.0,48.0
Inbound,Returns,Fraudulent User,Make available Bengali speaking customer executive ,,2023-05-08 08:10:00,2023-05-08 08:13:00,2023-08-05,Unknown,Unknown,,,Mike Frost,Madison Kim,Emily Chen,>90,Split,5.0,3.0
Inbound,Refund Related,Refund Enquiry,Not great,,2023-05-08 11:09:00,2023-05-08 11:20:00,2023-08-05,Unknown,Unknown,,,Lindsey Colon,William Park,John Smith,31-60,Morning,1.0,11.0
Outcall,Payments related,Payment related Queries,No Remarks,,2023-05-08 14:42:00,2023-05-08 14:52:00,2023-08-05,Unknown,Unknown,,,Samuel Beck,Evelyn Kimura,John Smith,0-30,Morning,5.0,10.0
Outcall,Cancellation,Not Needed,No Remarks,,2023-05-08 16:11:00,2023-05-08 17:00:00,2023-08-05,Unknown,Unknown,,,Taylor Nelson,Zoe Yamamoto,Emily Chen,>90,Afternoon,5.0,49.0
Inbound,Returns,Missing,No Remarks,,2023-06-08 10:00:00,2023-06-08 11:32:00,2023-08-06,Unknown,Unknown,,,David Martin,Emily Yamashita,Michael Lee,>90,Morning,4.0,92.0
Outcall,Payments related,Payment related Queries,No Remarks,,2023-06-08 21:10:00,2023-06-08 22:27:00,2023-08-06,Unknown,Unknown,,,Linda Butler,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,5.0,77.0
Inbound,Order Related,Customer Requested Modifications,Very very good ,,2023-06-08 00:10:00,2023-06-08 00:17:00,2023-08-06,Unknown,Unknown,,,Matthew Bennett,Olivia Wang,John Smith,>90,Evening,5.0,7.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-06-08 12:58:00,2023-06-08 13:08:00,2023-08-06,Unknown,Unknown,,,Carlos Curtis,Landon Tanaka,Emily Chen,>90,Morning,5.0,10.0
Inbound,Returns,Reverse Pickup Enquiry,  service is good,,2023-05-08 11:20:00,2023-05-08 11:21:00,2023-08-05,Unknown,Unknown,,,Jacob Hester,Emily Yamashita,John Smith,>90,Morning,5.0,1.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-05-08 20:00:00,2023-05-08 20:02:00,2023-08-05,Unknown,Unknown,,,Theresa Wilson,Emma Park,John Smith,31-60,Afternoon,4.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,Please engage good seller with Shopzilla ,,2023-05-08 21:21:00,2023-05-08 21:31:00,2023-08-05,Unknown,Unknown,,,Rachel Smith,Alexander Tanaka,Michael Lee,0-30,Evening,1.0,10.0
Inbound,Shopzilla Related,General Enquiry,No Remarks,,2023-06-08 17:06:00,2023-06-08 17:08:00,2023-08-06,Unknown,Unknown,,,Holly Glover,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,4.0,2.0
Inbound,Refund Related,Refund Enquiry,Make amount vouchers transferable to  a bank account.,,2023-06-08 22:51:00,2023-06-08 22:55:00,2023-08-06,Unknown,Unknown,,,Joseph Padilla,Madison Kim,Michael Lee,31-60,Evening,5.0,4.0
Inbound,Returns,Return request,Ok,2023-07-27 20:20:00,2023-06-08 17:02:00,2023-06-08 17:05:00,2023-08-06,JAHANABAD,Electronics,965.0,,William Melton,Jackson Park,Michael Lee,31-60,Evening,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,I want my money back because Shopzilla web discription provided to customer is wrong Shopzilla make customer foolish regarding MRP ON web and MRP is different on your (Shopzilla) delivery product.It means something is wrong with your product ,,2023-06-08 10:35:00,2023-06-08 12:07:00,2023-08-06,Unknown,Unknown,,,Tina Harrington,Carter Park,Michael Lee,>90,Morning,1.0,92.0
Inbound,Returns,Return request,No Remarks,,2023-06-08 13:15:00,2023-06-08 19:18:00,2023-08-06,Unknown,Unknown,,,Jenna Moore,Aiden Patel,John Smith,>90,Morning,5.0,363.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-06-08 19:18:00,2023-06-08 19:20:00,2023-08-06,Unknown,Unknown,,,Jacqueline Meadows,Ethan Nakamura,Emily Chen,0-30,Evening,5.0,2.0
Inbound,Order Related,Customer Requested Modifications,Very helpful and also gave additional information.,,2023-06-08 21:31:00,2023-06-08 21:32:00,2023-08-06,Unknown,Unknown,,,Darren Watson,Logan Lee,Emily Chen,0-30,Evening,5.0,1.0
Inbound,Product Queries,Product Specific Information,Thanks ,,2023-06-08 21:30:00,2023-06-08 21:37:00,2023-08-06,Unknown,Unknown,,,Nicole Jones,Jackson Park,Michael Lee,31-60,Evening,4.0,7.0
Outcall,Returns,Service Centres Related,No Remarks,2022-11-19 09:42:00,2023-04-08 11:36:00,2023-05-08 21:32:00,2023-08-05,TARAKESWAR,Mobile,974.0,,Jerome Gray,Sophia Sato,John Smith,0-30,Morning,1.0,43796.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-05-08 09:44:00,2023-05-08 15:09:00,2023-08-05,Unknown,Unknown,,,Kenneth Martin,Aiden Patel,John Smith,31-60,Morning,4.0,325.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-05-08 10:14:00,2023-05-08 10:23:00,2023-08-05,Unknown,Unknown,,,Julie Williams,Zoe Yamamoto,William Kim,On Job Training,Morning,4.0,9.0
Inbound,Returns,Wrong,No Remarks,,2023-05-08 11:00:00,2023-05-08 11:08:00,2023-08-05,Unknown,Unknown,,,Rachel Peters,Aiden Patel,John Smith,>90,Morning,5.0,8.0
Inbound,Product Queries,Product Specific Information,Thanku bhya ,,2023-06-08 01:53:00,2023-06-08 01:58:00,2023-08-06,Unknown,Unknown,,,Cody Nielsen,Emily Yamashita,Michael Lee,61-90,Morning,5.0,5.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 14:48:00,2023-06-08 14:50:00,2023-08-06,Unknown,Unknown,,,Margaret Prince,Carter Park,Michael Lee,31-60,Morning,5.0,2.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,2023-07-18 00:48:00,2023-06-08 16:19:00,2023-06-08 16:20:00,2023-08-06,NEW DELHI,Books & General merchandise,1649.0,,Carla Burke,Amelia Tanaka,Michael Lee,31-60,Evening,5.0,1.0
Inbound,Order Related,Installation/demo,Kuch bhi achha nahi hai ,,2023-05-08 17:02:00,2023-05-08 17:06:00,2023-08-05,Unknown,Unknown,,,Shannon Hicks,Aiden Patel,Olivia Tan,>90,Morning,3.0,4.0
Inbound,Returns,Fraudulent User,Good service by customer support executive ,,2023-05-08 17:01:00,2023-05-08 17:33:00,2023-08-05,Unknown,Unknown,,,Natasha Hunter,Abigail Suzuki,Jennifer Nguyen,On Job Training,Evening,5.0,32.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-06-08 21:17:00,2023-06-08 21:18:00,2023-08-06,Unknown,Unknown,,,Victoria Douglas,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,5.0,1.0
Inbound,Order Related,Delayed,No Remarks,2023-07-24 17:13:00,2023-06-08 08:18:00,2023-06-08 08:20:00,2023-08-06,SAYAN,LifeStyle,299.0,,Timothy Huff,Aiden Patel,John Smith,>90,Morning,4.0,2.0
Inbound,Returns,Return request,????????????supar ????????,2023-08-02 17:32:00,2023-04-08 19:10:00,2023-05-08 11:07:00,2023-08-05,ALATHUR,LifeStyle,499.0,,Randy Finley,Emily Yamashita,Michael Lee,>90,Morning,5.0,42717.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-05-08 23:24:00,2023-05-08 23:51:00,2023-08-05,Unknown,Unknown,,,Chloe Roberts,Jacob Sato,Emily Chen,61-90,Evening,4.0,27.0
Inbound,Returns,Wrong,Much helpful thank you Shopzilla ,,2023-06-08 18:38:00,2023-06-08 18:46:00,2023-08-06,Unknown,Unknown,,,Stephanie Simpson,Emily Yamashita,John Smith,>90,Split,5.0,8.0
Inbound,Order Related,Priority delivery,No Remarks,,2023-05-08 23:04:00,2023-05-08 23:04:00,2023-08-05,Unknown,Unknown,,,Michael Cooper,Ethan Nakamura,Emily Chen,0-30,Evening,5.0,0.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,,2023-06-08 05:59:00,2023-06-08 06:00:00,2023-08-06,Unknown,Unknown,,,Jacob Mueller,Emily Yamashita,Michael Lee,>90,Morning,5.0,1.0
Outcall,Payments related,Payment related Queries,No Remarks,,2023-06-08 10:22:00,2023-06-08 10:24:00,2023-08-06,Unknown,Unknown,,,Timothy Scott,Zoe Yamamoto,William Kim,On Job Training,Morning,5.0,2.0
Inbound,Order Related,Customer Requested Modifications,All god,,2023-06-08 13:24:00,2023-06-08 13:25:00,2023-08-06,Unknown,Unknown,,,Victoria Anderson,Wyatt Kim,Jennifer Nguyen,On Job Training,Morning,5.0,1.0
Inbound,Order Related,Delayed,Emphasis on intimate delivery ,2023-07-30 05:56:00,2023-05-08 15:30:00,2023-05-08 15:32:00,2023-08-05,BALESHWAR,Books & General merchandise,65.0,,Laura Smith,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,2.0
Inbound,Order Related,Order status enquiry,No Remarks,2023-08-03 11:58:00,2023-04-08 23:53:00,2023-05-08 10:01:00,2023-08-05,PUNE,Electronics,999.0,,Kristin Campbell,Ethan Tan,Michael Lee,>90,Evening,4.0,42368.0
Inbound,Order Related,Delayed,No Remarks,,2023-05-08 13:12:00,2023-05-08 13:13:00,2023-08-05,Unknown,Unknown,,,Russell Ramsey,Zoe Yamamoto,Emily Chen,>90,Afternoon,5.0,1.0
Inbound,Returns,Return request,No Remarks,,2023-05-08 13:41:00,2023-05-08 13:46:00,2023-08-05,Unknown,Unknown,,,Erin Smith MD,Evelyn Kimura,John Smith,0-30,Morning,5.0,5.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 15:23:00,2023-06-08 15:24:00,2023-08-06,Unknown,Unknown,,,Monique Andersen,Landon Tanaka,Emily Chen,>90,Split,5.0,1.0
Inbound,Order Related,Delayed,No Remarks,,2023-05-08 23:26:00,2023-05-08 23:30:00,2023-08-05,Unknown,Unknown,,,Sheena Williams,Logan Lee,Emily Chen,0-30,Evening,5.0,4.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-06-08 12:27:00,2023-06-08 16:40:00,2023-08-06,Unknown,Unknown,,,Michelle Williams,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,1.0,253.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-06-08 14:22:00,2023-06-08 14:24:00,2023-08-06,Unknown,Unknown,,,Amy Calderon,Elijah Yamaguchi,Michael Lee,31-60,Afternoon,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 21:12:00,2023-06-08 21:14:00,2023-08-06,Unknown,Unknown,,,Nicole Jones,Jackson Park,Michael Lee,31-60,Evening,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,Excellent Customer care support service. So many Thanks to Shopzilla Customer care support Executive. ,2023-06-27 21:01:00,2023-06-08 18:41:00,2023-06-08 18:44:00,2023-08-06,SONEPUR,Electronics,3699.0,,Donald Jordan,Mia Patel,Emily Chen,>90,Evening,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-05-08 09:23:00,2023-06-08 08:15:00,2023-08-06,Unknown,Unknown,,,Joshua Watson,Noah Patel,Emily Chen,>90,Split,1.0,44572.0
Outcall,Payments related,Payment related Queries,No Remarks,,2023-05-08 11:30:00,2023-05-08 11:31:00,2023-08-05,Unknown,Unknown,,,Summer Mitchell,Sophia Sato,John Smith,0-30,Morning,5.0,1.0
Inbound,Order Related,Order status enquiry,No Remarks,2023-08-04 10:58:00,2023-04-08 16:50:00,2023-06-08 13:11:00,2023-08-06,Unknown,Electronics,52990.0,,John Oneill,Aiden Patel,Olivia Tan,On Job Training,Evening,1.0,87621.0
Inbound,Shopzilla Related,General Enquiry,No Remarks,,2023-05-08 20:37:00,2023-05-08 22:04:00,2023-08-05,Unknown,Unknown,,,Matthew Callahan,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,87.0
Inbound,Refund Related,Refund Related Issues,Try to resolve the problem . Don\u2019t gave false assurance ,,2023-06-08 17:34:00,2023-06-08 21:47:00,2023-08-06,Unknown,Unknown,,,David Parker,Harper Wong,Emily Chen,31-60,Afternoon,1.0,253.0
Inbound,Returns,Return request,No Remarks,,2023-06-08 21:31:00,2023-06-08 21:53:00,2023-08-06,Unknown,Unknown,,,Ryan Jackson,Olivia Wang,Emily Chen,31-60,Evening,5.0,22.0
Inbound,Shopzilla Related,General Enquiry,No Remarks,,2023-05-08 11:55:00,2023-05-08 12:04:00,2023-08-05,Unknown,Unknown,,,Mark Fitzpatrick,Carter Park,Jennifer Nguyen,On Job Training,Morning,1.0,9.0
Inbound,Returns,Reverse Pickup Enquiry,Return product not received properly due to pickup man not calling and cancel the process ,,2023-06-08 19:35:00,2023-06-08 20:33:00,2023-08-06,Unknown,Unknown,,,Kayla Lewis,Ava Wong,William Kim,On Job Training,Evening,5.0,58.0
Inbound,Order Related,Delayed,No Remarks,2023-07-24 11:33:00,2023-05-08 20:04:00,2023-06-08 16:06:00,2023-08-06,HABRA,Books & General merchandise,266.0,,Eric Bowen,Amelia Tanaka,Michael Lee,31-60,Evening,1.0,44402.0
Email,Returns,Reverse Pickup Enquiry,Good ,2023-07-16 09:58:00,2023-04-08 15:56:00,2023-05-08 13:31:00,2023-08-05,SARAN,Home,5499.0,,Virginia Collins,Charlotte Suzuki,William Kim,On Job Training,Morning,4.0,43055.0
Inbound,Returns,Reverse Pickup Enquiry,Very good ,,2023-05-08 09:00:00,2023-06-08 15:22:00,2023-08-06,Unknown,Unknown,,,Emily Mckenzie,Amelia Tanaka,Emily Chen,>90,Split,5.0,45022.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-05-08 12:20:00,2023-05-08 12:35:00,2023-08-05,Unknown,Unknown,,,Cory Collins,Mia Yamamoto,Emily Chen,>90,Evening,5.0,15.0
Inbound,Returns,Missing,Okay thank ,,2023-06-08 13:07:00,2023-06-08 13:13:00,2023-08-06,Unknown,Unknown,,,Kimberly Carter,Scarlett Chen,John Smith,0-30,Morning,1.0,6.0
Inbound,Returns,Return request,Very nice ????,2023-07-10 22:38:00,2023-05-08 16:19:00,2023-05-08 16:23:00,2023-08-05,KHAGARIA,Electronics,1999.0,,Debbie Johnson,Emily Yamashita,Michael Lee,>90,Morning,5.0,4.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-05-08 11:21:00,2023-05-08 11:28:00,2023-08-05,Unknown,Unknown,,,Penny Bradley,Wyatt Kim,Jennifer Nguyen,On Job Training,Morning,1.0,7.0
Outcall,Cancellation,Return cancellation,Very bad experience ,,2023-05-08 12:07:00,2023-05-08 12:35:00,2023-08-05,Unknown,Unknown,,174.0,Kathleen Williams,Mason Gupta,Olivia Tan,>90,Morning,1.0,28.0
Inbound,Returns,Reverse Pickup Enquiry,He was talking like he is doing favour on me,,2023-06-08 21:35:00,2023-06-08 21:41:00,2023-08-06,Unknown,Unknown,,,Edward Dalton,Wyatt Kim,Michael Lee,31-60,Afternoon,1.0,6.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 17:34:00,2023-06-08 21:35:00,2023-08-06,Unknown,Unknown,,,Ashley Dunlap,Aiden Patel,Olivia Tan,On Job Training,Evening,5.0,241.0
Inbound,Returns,Reverse Pickup Enquiry,???? ??,,2023-06-08 18:09:00,2023-06-08 18:17:00,2023-08-06,Unknown,Unknown,,,Samantha Warner,Emily Yamashita,John Smith,>90,Morning,5.0,8.0
Inbound,Order Related,Installation/demo,My issue is still not resolved. I asked to share information about the product's customer support and I'm still waiting.,,2023-06-08 19:48:00,2023-06-08 20:42:00,2023-08-06,Unknown,Unknown,,,Nicole Miranda,Charlotte Suzuki,Olivia Tan,>90,Morning,4.0,54.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-03-08 18:33:00,2023-05-08 13:56:00,2023-08-05,Unknown,Unknown,,,Christine Lewis,Emma Park,John Smith,31-60,Afternoon,5.0,87563.0
Inbound,Returns,Reverse Pickup Enquiry,Thank you.,,2023-05-08 22:44:00,2023-05-08 22:48:00,2023-08-05,Unknown,Unknown,,,Brittany Thornton,Ethan Nakamura,Emily Chen,0-30,Evening,5.0,4.0
Outcall,Returns,Reverse Pickup Enquiry,Worst service will not purchase anything again in future ,,2023-06-08 07:44:00,2023-06-08 07:47:00,2023-08-06,Unknown,Unknown,,,Pamela Perez,Zoe Yamamoto,John Smith,>90,Morning,1.0,3.0
Email,Order Related,Installation/demo,No Remarks,,2023-05-08 19:48:00,2023-05-08 20:13:00,2023-08-05,Unknown,Unknown,,,Anthony Hayes,Madison Kim,Emily Chen,>90,Split,3.0,25.0
Inbound,Order Related,Invoice request,No Remarks,,2023-05-08 19:55:00,2023-05-08 20:05:00,2023-08-05,Unknown,Unknown,,,James Blackwell,Jackson Park,William Kim,On Job Training,Evening,1.0,10.0
Inbound,Shopzilla Related,General Enquiry,No Remarks,,2023-06-08 00:39:00,2023-06-08 00:46:00,2023-08-06,Unknown,Unknown,,,Alyssa Mcpherson,Brayden Wong,Michael Lee,>90,Afternoon,5.0,7.0
Inbound,Payments related,Online Payment Issues,No Remarks,,2023-06-08 16:52:00,2023-06-08 16:54:00,2023-08-06,Unknown,Unknown,,,Michele Kramer,William Park,John Smith,61-90,Evening,5.0,2.0
Outcall,Returns,Missing,No Remarks,,2023-06-08 18:31:00,2023-06-08 18:32:00,2023-08-06,Unknown,Unknown,,,Dakota Collins,Logan Lee,Emily Chen,61-90,Evening,5.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 20:10:00,2023-06-08 20:12:00,2023-08-06,Unknown,Unknown,,,Andrea Suarez,Ethan Tan,Michael Lee,>90,Evening,5.0,2.0
Inbound,Returns,Damaged,No Remarks,,2023-06-08 16:21:00,2023-06-08 16:44:00,2023-08-06,Unknown,Unknown,,,Alan Cruz,Isabella Wong,Emily Chen,>90,Evening,5.0,23.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-05-08 21:53:00,2023-05-08 21:57:00,2023-08-05,Unknown,Unknown,,,Christina Lewis,Aiden Patel,John Smith,>90,Evening,5.0,4.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 00:21:00,2023-06-08 08:18:00,2023-08-06,Unknown,Unknown,,,Thomas Lewis,Aiden Patel,John Smith,31-60,Morning,5.0,477.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 07:45:00,2023-06-08 07:49:00,2023-08-06,Unknown,Unknown,,,Mark Wilson,Scarlett Chen,John Smith,0-30,Morning,4.0,4.0
Inbound,Returns,Service Centres Related,No Remarks,,2023-06-08 13:12:00,2023-06-08 13:48:00,2023-08-06,Unknown,Unknown,,,Kenneth Martin,Aiden Patel,John Smith,31-60,Morning,5.0,36.0
Inbound,Refund Related,Refund Related Issues,Achha se bat ki ,,2023-06-08 19:04:00,2023-06-08 19:05:00,2023-08-06,Unknown,Unknown,,,Allen Bowers,Olivia Wang,John Smith,>90,Evening,5.0,1.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-06-08 22:59:00,2023-06-08 23:03:00,2023-08-06,Unknown,Unknown,,,Paul Preston,Noah Patel,Michael Lee,31-60,Evening,3.0,4.0
Inbound,Order Related,Invoice request,No Remarks,,2023-05-08 13:35:00,2023-05-08 13:42:00,2023-08-05,Unknown,Unknown,,,Melvin Pace,Emma Park,John Smith,31-60,Morning,5.0,7.0
Inbound,Order Related,Customer Requested Modifications,Good??,,2023-05-08 20:42:00,2023-06-08 07:01:00,2023-08-06,Unknown,Unknown,,,Mary Ross,Olivia Suzuki,Jennifer Nguyen,On Job Training,Morning,5.0,43819.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-05-08 21:55:00,2023-05-08 22:05:00,2023-08-05,Unknown,Unknown,,,Michael Perez,Emma Park,Jennifer Nguyen,On Job Training,Evening,4.0,10.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 09:55:00,2023-06-08 09:56:00,2023-08-06,Unknown,Unknown,,,Mike Fields,Madison Kim,John Smith,>90,Split,5.0,1.0
Inbound,Offers & Cashback,Other Cashback,No Remarks,,2023-06-08 14:07:00,2023-06-08 18:24:00,2023-08-06,Unknown,Unknown,,,David Garcia,Sophia Sato,John Smith,>90,Split,5.0,257.0
Inbound,Refund Related,Refund Related Issues,No Remarks,2023-06-25 13:22:00,2023-04-08 16:03:00,2023-05-08 09:54:00,2023-08-05,DUTTAPUKUR,LifeStyle,2324.0,,Aaron Edwards,Mia Patel,Emily Chen,61-90,Evening,1.0,42831.0
Inbound,Order Related,Delayed,Not solved problem ,2023-02-22 20:59:00,2023-05-08 16:48:00,2023-05-08 17:59:00,2023-08-05,AHMEDABAD,LifeStyle,447.0,,Courtney Richardson,Logan Lee,Emily Chen,61-90,Evening,5.0,71.0
Inbound,Order Related,Seller Cancelled Order,No Remarks,,2023-05-08 01:18:00,2023-05-08 07:06:00,2023-08-05,Unknown,Unknown,,,Michelle Reeves,Mia Patel,Emily Chen,>90,Evening,1.0,348.0
Inbound,Payments related,Payment related Queries,Nice ,,2023-05-08 11:47:00,2023-05-08 11:50:00,2023-08-05,Unknown,Unknown,,,Steven Fox,Zoe Yamamoto,John Smith,>90,Morning,5.0,3.0
Inbound,Returns,Missing,I am also a customer support thank you for helping me guru ,,2023-05-08 20:06:00,2023-05-08 20:09:00,2023-08-05,Unknown,Unknown,,,Carla Morgan,Nathan Patel,Emily Chen,0-30,Evening,5.0,3.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-05-08 20:47:00,2023-05-08 20:50:00,2023-08-05,Unknown,Unknown,,,Stephanie Lewis,Alexander Tanaka,Michael Lee,0-30,Evening,5.0,3.0
Inbound,Returns,Technician Visit,Good,,2023-06-08 08:36:00,2023-06-08 08:39:00,2023-08-06,Unknown,Unknown,,,Kimberly Medina,Lily Chen,Michael Lee,>90,Morning,5.0,3.0
Inbound,Shopzilla Related,General Enquiry,No Remarks,,2023-06-08 10:10:00,2023-06-08 10:12:00,2023-08-06,Unknown,Unknown,,,Sandra Richardson,Amelia Tanaka,Emily Chen,>90,Morning,5.0,2.0
Outcall,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 10:50:00,2023-06-08 18:43:00,2023-08-06,Unknown,Unknown,,,Oscar Mcdowell,Amelia Tanaka,Emily Chen,>90,Split,1.0,473.0
Inbound,Returns,Reverse Pickup Enquiry,Iam happy ,,2023-06-08 17:50:00,2023-06-08 17:53:00,2023-08-06,Unknown,Unknown,,,Stacey Clark,Zoe Yamamoto,John Smith,>90,Afternoon,5.0,3.0
Inbound,Order Related,Customer Requested Modifications,No Remarks,,2023-06-08 10:39:00,2023-06-08 11:02:00,2023-08-06,Unknown,Unknown,,,Timothy Huber,Sophia Sato,John Smith,0-30,Morning,4.0,23.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-06-08 11:28:00,2023-06-08 11:30:00,2023-08-06,Unknown,Unknown,,,Mark Gonzalez,Amelia Tanaka,Emily Chen,>90,Morning,5.0,2.0
